Age,Gender,Previous_GPA,Attendance,Study_Hours_PerWeek,Major,Uni_Type,Financial_Status,Motivation,Stress_Levels,Professor_Quality,Class_Size,Extracurricular_Activities,Sleep_Hours_PerDay,Nutrition,Screen_Time_PerDay,Educational_Tech_Use,Bullying,Learning_Style,Lack_of_Interest,GPA
22,F,1,80,18,Business,Public,,Low,Low,Low,34,Yes,6,Balanced,5,Yes,,Auditory,High,3.3
19,F,1.3,73,7,,Public,Medium,Low,Low,Medium,82,No,8,,4,No,No,Visual,Medium,1.3
20,M,1,87,20,Arts,Private,Medium,,Low,Low,,No,4,Unhealthy,6,Yes,Yes,Auditory,Medium,4
20,F,1,98,15,Engineering,,Medium,Low,Medium,High,57,No,,Balanced,6,,No,Auditory,High,3.3
18,F,1,99,7,Engineering,Private,High,Medium,,Low,90,Yes,9,Balanced,6,No,No,Visual,Medium,3
18,F,1.3,70,9,Medicine,Public,Medium,Medium,High,High,96,No,5,,5,No,Yes,Auditory,Low,
18,F,4,85,11,Arts,Private,High,Medium,Low,,89,No,9,Healthy,3,No,,Visual,High,4
20,M,3.3,80,15,Medicine,Private,Medium,Low,Low,Medium,76,Yes,6,Unhealthy,6,No,No,Auditory,High,3
22,F,1.3,83,14,Engineering,Public,,Low,Medium,High,62,Yes,7,Healthy,6,Yes,No,Auditory,High,3.3
22,F,2.7,85,13,Law,Public,High,Low,Low,Low,86,No,6,Unhealthy,8,Yes,Yes,Visual,Medium,3
18,M,3.3,91,5,Arts,Public,Medium,Medium,Medium,High,80,Yes,7,Balanced,3,No,No,Visual,High,1
19,F,2.7,85,19,Medicine,Private,High,Low,Low,Low,59,No,7,Unhealthy,10,Yes,Yes,Auditory,High,3.3
20,M,2.7,86,18,Business,Private,Medium,Medium,Low,Medium,43,No,6,Balanced,,Yes,Yes,Kinesthetic,Low,
21,F,2.7,88,18,Business,Public,Medium,High,High,High,94,Yes,5,Balanced,10,No,Yes,Visual,Low,2.7
21,M,1.7,72,12,,Private,Medium,Medium,Low,Low,99,Yes,9,Unhealthy,3,No,Yes,,Low,2
,F,1,,11,Science,Private,Medium,Low,Low,,47,Yes,6,Balanced,9,Yes,Yes,Auditory,Low,3
20,M,1.3,82,8,Arts,Public,High,Low,,,24,No,5,Unhealthy,9,Yes,No,Visual,Medium,3.7
18,F,3.7,93,10,Law,Private,Low,Medium,High,Medium,90,Yes,7,Unhealthy,7,Yes,Yes,Kinesthetic,Low,2.3
22,M,1.7,92,15,Science,Private,Low,Low,,Medium,77,No,5,Healthy,9,No,No,Auditory,Low,2.3
21,M,3,74,9,Engineering,Public,Medium,High,Low,High,29,No,5,Balanced,10,Yes,Yes,Visual,Medium,1
19,M,4,85,18,Law,Public,Low,Medium,Low,Low,66,Yes,8,Balanced,9,Yes,No,Kinesthetic,High,4
19,M,3.7,79,15,Law,Private,Medium,High,High,Medium,,Yes,,Healthy,2,No,No,Kinesthetic,High,3
22,M,3.3,71,19,Engineering,Private,High,Low,Medium,,90,No,6,Unhealthy,9,Yes,No,Visual,Medium,3.3
22,M,1.7,89,15,Science,Public,Low,High,Low,Low,72,Yes,,Healthy,3,Yes,Yes,Visual,Low,2.3
,M,1.7,73,19,Engineering,Private,Medium,High,Medium,Low,41,Yes,9,Healthy,,,No,Visual,Medium,1
21,M,2.7,84,15,Engineering,Private,Low,Low,Low,High,78,No,,Balanced,4,No,No,Visual,High,3
18,,1.7,86,16,Engineering,Public,Medium,High,High,Low,,No,8,Healthy,5,Yes,Yes,Kinesthetic,Medium,3
22,,1.7,78,10,Law,Public,Medium,Medium,Low,High,37,No,4,Balanced,5,Yes,No,Visual,Medium,3.3
,M,3,100,11,,Public,Low,High,High,Low,34,No,4,,,No,No,Auditory,Medium,2.3
20,F,3.7,89,10,Medicine,Public,Low,Low,Low,Low,90,No,9,Balanced,,No,Yes,Kinesthetic,,1.3
18,F,2.7,92,19,Business,Private,Low,Medium,High,High,98,Yes,,Unhealthy,9,Yes,Yes,Visual,Medium,3.7
20,M,2.3,,,Medicine,Private,Medium,High,Medium,Low,67,No,9,Balanced,7,No,Yes,Kinesthetic,Low,3
20,F,3.7,72,15,Law,Private,Low,Low,,High,96,No,6,Healthy,5,No,Yes,Kinesthetic,Medium,2.7
19,F,3.3,94,15,Medicine,Public,High,Medium,Medium,High,49,Yes,4,,7,Yes,No,Visual,Low,2.7
19,F,4,86,16,Science,Private,High,Medium,Low,High,,No,4,,9,Yes,Yes,Visual,Low,3
18,M,2.3,,12,Engineering,,High,Medium,Low,Medium,73,No,9,Healthy,8,Yes,No,Visual,High,1.7
18,F,2.3,93,,Science,Private,High,Medium,Low,High,35,No,4,Unhealthy,4,No,No,Visual,High,1
22,F,2.3,94,10,Arts,Private,Low,Medium,High,High,21,Yes,9,,9,Yes,No,,High,1
20,M,2.7,85,9,Science,Public,,High,,Medium,96,Yes,,Healthy,10,No,Yes,Auditory,Low,2.3
18,F,3.7,94,20,Law,Private,High,High,High,,56,Yes,4,Balanced,9,No,Yes,Visual,Medium,1.7
19,,3.3,74,15,,,Low,High,Medium,High,85,Yes,5,Unhealthy,7,No,No,Visual,Low,1
,,4,72,8,Law,Public,Low,Medium,High,High,36,No,6,Healthy,6,Yes,No,Visual,High,
21,F,1.3,,7,Science,Private,Medium,Medium,High,Medium,73,Yes,6,Healthy,,Yes,,Auditory,Low,2.7
18,F,1.7,87,12,Business,Public,High,Medium,Low,Low,44,No,8,Unhealthy,10,No,Yes,Auditory,Medium,4
22,M,1.7,85,,Science,Private,Low,Low,Low,Medium,,No,7,Unhealthy,5,No,Yes,Auditory,Medium,1.7
21,F,3.7,92,10,Arts,Private,Low,Low,Low,Low,63,No,6,Unhealthy,4,Yes,Yes,,High,2
20,M,3,95,6,Business,Public,Low,Medium,Medium,High,96,No,4,Unhealthy,6,No,Yes,,Low,4
22,F,3.3,,13,Science,Public,Medium,,,Low,78,Yes,5,Unhealthy,8,Yes,No,Visual,Medium,1.3
18,M,1.7,90,,Medicine,Private,Low,Low,Low,High,97,No,8,Healthy,9,,No,Auditory,Low,3.7
22,M,2,72,10,Medicine,Public,,Low,Low,High,,,5,Balanced,9,No,No,Kinesthetic,Medium,2.3
21,M,2,95,,Medicine,Public,High,Medium,High,Low,56,Yes,5,Unhealthy,9,Yes,Yes,Visual,Low,
19,F,,78,18,Arts,Private,Low,Low,High,High,57,No,4,Unhealthy,6,No,No,,High,2.7
18,M,1.3,94,13,Law,Private,Low,Medium,High,High,43,No,8,,7,Yes,Yes,Auditory,Medium,1.7
21,M,2.3,77,17,Medicine,Public,High,Medium,Low,,56,Yes,4,Unhealthy,9,Yes,No,Kinesthetic,High,1.7
19,F,3,82,17,Law,Public,Medium,High,Low,Low,55,No,5,Unhealthy,4,No,No,Kinesthetic,Low,2.7
18,M,2.7,,14,Business,Private,Low,Low,,Low,29,No,,Balanced,7,No,Yes,Auditory,High,2.3
18,F,2.7,80,6,Science,Private,Low,,High,High,,,5,Unhealthy,9,No,Yes,Auditory,Low,3.7
22,,4,,11,Science,Private,Low,Low,High,High,73,No,4,Unhealthy,7,Yes,No,Kinesthetic,High,1.3
20,F,2.3,86,6,Science,Public,High,Medium,Low,Low,22,Yes,8,Unhealthy,6,No,Yes,Visual,Medium,3.3
19,F,2.3,89,8,Medicine,Private,Medium,,Low,High,29,Yes,7,Healthy,5,Yes,No,Auditory,Low,4
19,M,1.3,84,11,Business,Public,High,Low,Medium,High,55,No,6,Unhealthy,2,No,Yes,Kinesthetic,Low,2
,M,2.7,86,12,,Public,Medium,Medium,High,Medium,,No,4,Balanced,8,No,Yes,Visual,High,3
19,F,2,99,13,,Private,High,High,Low,High,,No,9,Healthy,9,No,No,Visual,High,3.3
18,,1.7,86,12,Law,Public,Medium,,Medium,High,65,Yes,5,Balanced,9,No,Yes,Kinesthetic,Medium,3
19,M,1.7,99,19,Law,Public,Medium,Low,Medium,Medium,40,No,8,Unhealthy,5,Yes,Yes,Kinesthetic,High,1.7
18,M,3.7,97,16,Business,Public,High,Medium,Low,High,26,Yes,9,Unhealthy,3,No,Yes,Kinesthetic,High,3.7
21,F,,80,17,Science,Private,Medium,Medium,Medium,High,100,Yes,9,,4,Yes,Yes,Kinesthetic,Low,1
21,M,3,77,,Science,Public,Low,Low,High,Low,55,Yes,8,Healthy,9,Yes,,Visual,Low,4
20,F,3,93,,Business,Private,High,,Medium,High,53,No,,Unhealthy,,Yes,Yes,Kinesthetic,Low,2.7
19,F,1,92,15,,Private,High,Medium,Low,Medium,98,No,5,Healthy,6,Yes,Yes,,Medium,3
20,M,2,94,20,Engineering,Public,Low,,Low,Medium,51,No,6,Healthy,2,No,Yes,Auditory,High,3.7
20,F,1,90,11,,Public,Low,Medium,Medium,Low,63,,4,Balanced,7,No,No,Kinesthetic,Medium,3.7
22,M,1,74,13,Engineering,Private,Medium,Medium,High,Medium,32,No,,Healthy,5,,,,Low,1
21,F,4,92,11,Business,Public,Medium,High,Medium,High,22,,,Healthy,7,Yes,Yes,Visual,Low,2.3
22,M,2.7,75,20,Arts,,Low,,Medium,Medium,36,No,6,,3,No,No,Visual,Low,1.7
22,M,3.3,89,6,Business,Public,Medium,Medium,Low,High,46,No,8,Balanced,9,No,Yes,Kinesthetic,Medium,2
18,F,1,71,10,Arts,Public,Medium,Low,Medium,Medium,91,Yes,6,Balanced,9,Yes,No,Auditory,Medium,1.3
20,M,,71,6,Business,Public,High,Low,,High,63,No,5,Healthy,,,Yes,,High,3.7
22,F,1,79,11,Law,Public,Low,High,Medium,Low,70,Yes,4,Healthy,5,No,Yes,Visual,,2
18,F,1.7,99,11,Business,Public,High,Medium,Low,Medium,95,Yes,,Unhealthy,5,,No,Auditory,,2.3
20,F,3,90,,Medicine,Private,Low,Medium,High,Medium,86,No,8,Unhealthy,2,No,Yes,Visual,Low,3.3
19,F,2.7,,,Engineering,Public,High,High,Medium,Low,66,Yes,6,Balanced,4,No,No,Visual,Medium,2
21,M,1.7,86,18,Engineering,Private,High,Medium,Low,,62,Yes,4,Balanced,6,Yes,Yes,Kinesthetic,Low,3.3
22,F,2.3,73,5,Law,,,Medium,High,High,33,Yes,7,Unhealthy,7,,No,Visual,Low,1.3
19,,1.7,82,10,,,High,Medium,Low,High,36,,7,Balanced,5,Yes,Yes,Kinesthetic,Medium,3.3
19,M,3.7,75,9,Engineering,Public,High,Low,High,Low,51,Yes,,Unhealthy,9,No,Yes,Auditory,Medium,
22,F,1.7,75,20,Engineering,Public,Low,Low,Medium,,97,No,5,Unhealthy,9,Yes,Yes,Visual,,1.7
19,M,,78,15,Business,Private,High,Low,Low,Low,36,No,9,Healthy,9,No,Yes,Auditory,Low,2.3
18,F,2.3,89,20,Business,Public,High,High,Low,Medium,,No,,Balanced,6,,No,Visual,Low,3
,F,1.7,84,20,Medicine,Private,High,Low,High,High,,Yes,9,,3,No,No,Kinesthetic,High,1.3
21,M,2.3,,17,Medicine,Private,Medium,,,Medium,68,Yes,8,Balanced,4,,Yes,Auditory,Low,3.3
21,F,2,74,6,Engineering,Private,High,Medium,High,Low,88,No,4,,,No,No,Auditory,Medium,
21,F,2,87,11,Arts,Public,High,Low,Medium,Low,43,Yes,6,Healthy,7,Yes,No,Auditory,Medium,2.3
21,F,2.3,96,19,Law,Public,Low,Medium,Low,High,70,Yes,6,Balanced,,No,Yes,Visual,Low,1.7
20,M,3,72,16,Law,Public,High,Low,Medium,Low,,No,8,Balanced,4,No,No,Visual,,2
18,F,2,79,18,Business,Public,Medium,High,High,Medium,,Yes,,Balanced,9,Yes,Yes,Auditory,High,2
21,F,3.7,95,18,Business,Private,Medium,Low,Low,Medium,48,Yes,4,,,Yes,Yes,Auditory,High,3.7
22,M,3,73,11,Medicine,Private,High,Low,Low,Low,33,Yes,7,Balanced,6,No,Yes,Auditory,Medium,
21,M,3.7,,8,Business,Public,High,Low,Low,Medium,57,,6,Healthy,7,No,Yes,Auditory,High,1.7
18,M,2,,8,Arts,Public,Low,Low,Low,Low,47,No,5,Healthy,5,Yes,No,Kinesthetic,Low,3.3
18,,2.3,88,11,Engineering,Private,Low,Low,Low,,34,Yes,8,Unhealthy,2,Yes,No,,Low,4
19,F,2,100,18,Business,Private,Low,High,,Low,82,No,6,Unhealthy,,Yes,Yes,Visual,High,4
18,F,2.7,83,6,Engineering,Private,Medium,Low,Low,Low,73,Yes,5,Balanced,9,No,Yes,Kinesthetic,Medium,4
22,M,1.7,89,17,Medicine,Private,High,High,Medium,Low,65,Yes,8,Balanced,7,,Yes,,Medium,3.3
22,F,2.7,93,16,Science,Public,Low,Low,High,Low,75,Yes,4,Balanced,10,No,No,Visual,High,3.3
20,F,2.3,,13,,Public,Low,Low,Medium,Medium,,No,9,Healthy,2,Yes,No,,High,2.3
21,,1.7,73,14,Law,,Low,,Medium,Medium,49,No,,Healthy,10,Yes,Yes,Kinesthetic,,1.3
20,M,,88,9,Medicine,Public,Low,,Low,High,81,Yes,9,Healthy,7,No,No,Visual,Medium,3
18,M,1.7,78,5,Law,Private,,High,Medium,High,34,Yes,7,Balanced,9,,Yes,Kinesthetic,,4
19,M,3.3,72,12,Medicine,Public,High,High,High,Low,25,Yes,9,Unhealthy,9,,No,Auditory,Low,
19,F,1.7,81,12,Science,Public,Medium,Low,High,High,42,No,5,Balanced,2,Yes,,Kinesthetic,Medium,3
21,M,3,97,5,Business,Public,Medium,Medium,High,Low,,No,4,Healthy,5,Yes,Yes,Visual,Low,3.7
18,M,2.3,90,11,Engineering,,High,Low,High,High,36,Yes,8,Balanced,7,Yes,Yes,Kinesthetic,High,3.7
20,F,3.3,97,9,Science,Private,High,High,Low,Medium,62,No,9,Unhealthy,3,Yes,No,Auditory,Medium,1.3
21,F,2.3,98,5,Arts,Public,Medium,High,Low,Low,,Yes,4,Healthy,2,No,Yes,,Medium,
18,M,4,90,15,Business,,High,High,High,Medium,53,Yes,7,Unhealthy,3,Yes,Yes,Auditory,High,1.3
20,M,4,94,7,Arts,Public,,Medium,Low,Medium,66,No,9,Unhealthy,7,Yes,,Kinesthetic,,2.3
,,2.3,,6,Arts,Public,Medium,Low,Medium,Low,32,Yes,8,Balanced,3,No,Yes,Auditory,Low,1
22,M,,100,16,Engineering,Private,Medium,Medium,Low,Low,42,No,6,Healthy,3,No,Yes,Kinesthetic,,2.3
20,M,,91,14,Business,Public,Medium,High,High,,25,No,7,Balanced,6,No,Yes,Auditory,Medium,
22,M,1,90,12,Arts,,Low,Low,Medium,Low,38,No,5,Unhealthy,6,No,No,Kinesthetic,Medium,3.3
21,F,3.7,77,19,Law,Public,High,Low,Low,Low,36,Yes,8,Unhealthy,9,Yes,,Visual,Medium,3.7
19,M,2.3,70,16,Science,Public,High,Low,Medium,Medium,82,Yes,8,Healthy,4,Yes,Yes,Kinesthetic,Medium,2.3
21,F,3.7,84,15,Business,Private,Low,High,,Medium,22,Yes,4,Balanced,10,No,Yes,Visual,Low,3
19,F,3,97,8,Medicine,Public,Medium,High,Low,Medium,86,No,5,Balanced,10,Yes,No,Visual,High,3.7
20,M,3,99,10,Science,Private,Low,Medium,High,Medium,45,Yes,6,Unhealthy,8,Yes,Yes,Kinesthetic,Medium,1.7
,F,3.7,79,,Medicine,Public,Low,,Low,Low,68,Yes,9,Healthy,10,No,No,Visual,Low,1
21,,2,99,11,Law,Private,Medium,High,High,Low,71,Yes,9,Unhealthy,10,No,Yes,Visual,Medium,3.7
21,F,2.7,84,18,Science,Public,Medium,High,Medium,High,47,No,5,Healthy,,Yes,Yes,Kinesthetic,Low,
22,M,1,,11,Medicine,,,,Medium,High,51,Yes,9,Healthy,4,Yes,,Kinesthetic,High,2.3
18,M,4,,5,Medicine,Private,,Medium,High,Medium,68,,5,Unhealthy,5,Yes,No,Visual,Medium,3.7
22,M,3,82,19,Arts,Public,Medium,Medium,Low,Low,,No,6,Unhealthy,8,Yes,,Kinesthetic,Medium,3.7
20,M,,74,20,Business,Private,Low,Medium,Medium,Medium,23,No,6,Balanced,9,No,No,Visual,Low,3.3
19,F,3.3,,,Business,Public,Medium,High,,Low,85,Yes,7,Unhealthy,3,No,No,Visual,,4
18,M,,81,7,Medicine,Private,Low,Medium,Medium,Medium,100,Yes,8,Unhealthy,9,Yes,No,Visual,Low,3.7
18,,3,87,17,Science,Public,Medium,Low,Medium,High,97,No,5,Healthy,9,No,No,Auditory,Medium,4
19,M,1.7,94,,Arts,Public,Low,Low,Low,High,97,No,7,,6,No,Yes,Auditory,Medium,4
19,F,,88,,,Public,High,High,,Low,100,Yes,4,Balanced,5,,No,Auditory,Medium,2
,F,2.3,74,16,Business,Public,Medium,High,High,Low,,No,6,Healthy,8,No,No,Auditory,Medium,2
18,,3.7,82,6,,Private,Medium,High,Medium,High,,No,6,Balanced,2,No,Yes,Auditory,High,2.7
,F,1.3,89,20,Law,Private,Medium,,Low,,67,Yes,9,Healthy,7,Yes,No,Visual,Low,2
21,M,3.3,79,,Law,Public,Low,High,High,Medium,,Yes,7,Healthy,2,,No,Auditory,High,1.7
19,M,,,8,Arts,Public,Medium,High,Low,Medium,71,Yes,8,Unhealthy,,No,No,Kinesthetic,Medium,2.3
19,M,3,90,19,Law,Private,Medium,High,High,Medium,29,No,5,Unhealthy,9,Yes,Yes,Auditory,Low,1.3
20,F,1,96,18,Arts,Private,High,High,Low,High,94,No,8,Balanced,8,No,No,Kinesthetic,Low,1
21,M,4,84,,Medicine,Private,Low,High,High,High,,Yes,8,Healthy,9,Yes,Yes,Visual,High,2.3
21,M,2.7,70,11,Engineering,Private,High,Medium,Medium,Medium,49,No,8,Balanced,5,Yes,,Visual,High,3.3
22,M,1,93,16,Arts,Private,Medium,Low,Low,Medium,49,No,7,Healthy,3,No,Yes,Auditory,High,2
22,M,1,74,5,Engineering,Public,High,Medium,High,Medium,78,No,5,Healthy,9,No,No,Kinesthetic,Medium,4
,F,,,6,Engineering,Private,Low,Low,,High,26,,4,,10,No,Yes,Kinesthetic,High,3.3
20,F,3.7,77,7,,Private,Low,Medium,High,High,49,No,8,Unhealthy,9,,No,Visual,High,1.7
19,M,1.7,82,12,Science,Private,Low,Low,Low,High,85,Yes,9,Healthy,9,Yes,Yes,Auditory,Medium,1.7
21,F,1,72,6,Science,Private,Low,High,High,Low,46,No,,Unhealthy,10,,Yes,Visual,Low,3
21,,1,95,,Science,,Medium,High,Low,High,63,Yes,7,Balanced,4,Yes,No,Auditory,Medium,1
19,,,72,13,Medicine,Public,High,High,Low,Low,53,Yes,,Healthy,5,No,Yes,Visual,Medium,1.7
21,M,1.3,87,8,Arts,,High,Medium,Low,Low,,No,6,Balanced,6,No,Yes,Kinesthetic,High,2
20,M,1.3,,7,Science,Public,High,Medium,Low,Medium,25,No,6,Healthy,2,No,No,Kinesthetic,High,
19,F,1.7,96,16,Arts,Public,Medium,,Low,Medium,26,Yes,8,Unhealthy,6,Yes,,Kinesthetic,Low,2
19,F,1,76,18,Arts,Public,High,Medium,Low,Medium,50,Yes,,Balanced,6,,No,Kinesthetic,Medium,3.7
,F,4,99,10,Arts,Private,Medium,High,Low,,94,No,8,Healthy,5,No,Yes,Kinesthetic,Low,2
18,M,3,98,15,Engineering,Public,High,Low,Low,Medium,34,No,4,Unhealthy,9,No,No,Visual,High,2
22,,4,,10,Arts,Public,Low,Medium,Medium,Low,59,Yes,6,Unhealthy,5,Yes,Yes,Auditory,Medium,1
21,F,2.3,100,9,Law,Private,,Medium,Low,High,29,No,,Unhealthy,5,No,Yes,Kinesthetic,Low,2.7
20,F,1,76,19,Engineering,Public,High,,High,High,,No,8,Balanced,3,Yes,No,Kinesthetic,High,4
22,M,3.3,75,19,Engineering,Public,Medium,Low,Low,High,35,Yes,8,Balanced,7,Yes,,Auditory,Medium,3.3
20,F,1.3,95,6,Arts,Public,Low,High,Medium,Medium,41,Yes,6,Balanced,3,No,No,Auditory,Medium,4
20,M,1.7,81,5,Arts,Public,Medium,Medium,High,Low,67,Yes,8,Balanced,6,Yes,No,Kinesthetic,Low,1.3
21,F,,,17,Science,Private,High,High,Medium,High,69,No,5,Balanced,6,Yes,Yes,Visual,Medium,
22,F,1.7,100,,Medicine,Private,Medium,High,Low,,64,No,9,Healthy,9,Yes,Yes,Visual,Low,2.7
22,M,1.3,74,5,Engineering,Public,Low,High,High,High,38,Yes,9,,6,No,Yes,,Low,2.3
19,F,2,96,18,,Public,Low,Low,High,Low,48,Yes,,Unhealthy,8,No,Yes,Kinesthetic,,2.3
22,F,1.3,95,19,Business,Private,High,High,Medium,Medium,42,No,7,Balanced,10,No,No,Kinesthetic,Medium,2
22,F,3,88,10,Business,Public,Medium,High,High,Medium,21,Yes,5,Unhealthy,3,Yes,No,Visual,High,4
18,F,1,75,8,Engineering,Private,Medium,High,High,Low,83,No,8,Unhealthy,4,No,Yes,Kinesthetic,Low,2.3
20,M,2.7,75,5,Engineering,Private,High,Medium,Medium,Medium,73,No,,Unhealthy,7,No,Yes,Visual,High,3.7
21,M,,76,7,Law,Private,,High,High,Medium,46,No,5,Unhealthy,,No,Yes,,High,
22,F,2.7,86,11,Arts,Public,High,High,High,,84,Yes,7,Balanced,6,Yes,No,Kinesthetic,Medium,4
19,F,4,78,8,Science,Public,Medium,High,High,Low,26,Yes,8,Healthy,3,No,No,Auditory,Medium,2.3
20,F,1.7,71,,Medicine,Private,Low,Low,Low,Medium,,Yes,,Unhealthy,4,No,No,,High,3.3
22,F,4,90,16,Law,Private,Low,,High,Low,22,Yes,6,Unhealthy,3,Yes,No,Auditory,High,4
,,2.3,75,5,Medicine,Private,High,Low,Medium,Medium,71,Yes,7,Healthy,7,Yes,Yes,Kinesthetic,Low,3
20,M,1.7,95,17,Arts,,Low,High,High,High,86,No,7,Healthy,8,No,Yes,Visual,Medium,4
18,M,1.7,85,8,Arts,Public,Medium,Medium,High,Low,75,Yes,5,Unhealthy,2,No,No,Visual,High,2.7
19,F,3.3,84,9,Arts,Public,High,Low,Low,Medium,61,No,6,Healthy,2,Yes,No,Auditory,,1.3
18,M,2,82,10,Business,,Low,Low,Low,High,92,Yes,9,Healthy,7,No,No,Auditory,Low,2
21,F,1,75,14,Engineering,Private,High,Medium,,Medium,68,No,9,Healthy,,Yes,No,Kinesthetic,High,3.3
19,M,2,78,19,Business,Public,High,Medium,Low,Low,80,No,7,Unhealthy,9,Yes,No,Visual,Low,4
18,F,1.7,77,,Science,Private,High,High,High,Low,85,Yes,6,,8,Yes,Yes,Kinesthetic,Low,2.7
,F,4,89,15,Law,Private,Medium,Medium,Medium,Low,93,Yes,6,Healthy,3,,Yes,Kinesthetic,Low,1
18,M,3.7,91,15,Medicine,Public,High,High,Medium,Medium,35,Yes,,Unhealthy,3,Yes,Yes,Visual,High,1.7
18,,2,97,12,Business,Private,Low,Low,,High,68,No,7,,6,No,Yes,,Low,2.3
18,M,4,70,16,Law,Public,High,Low,Low,,52,No,7,,2,Yes,Yes,Auditory,Low,2.7
,F,4,86,17,Medicine,Private,,,Medium,,24,No,9,Unhealthy,5,Yes,No,Visual,Low,2.3
21,F,2,78,19,Science,,Medium,Low,High,Low,96,Yes,9,Healthy,5,No,Yes,Auditory,Medium,2
19,M,3.7,94,12,Law,Private,Medium,High,High,,55,,8,Balanced,2,No,Yes,Kinesthetic,Low,2.3
,F,3.3,92,13,Medicine,Public,Low,Low,Medium,Medium,64,Yes,,Unhealthy,2,No,No,Auditory,Medium,
20,F,2.7,73,17,Arts,,High,Low,High,Low,48,Yes,5,Unhealthy,8,No,Yes,Visual,High,4
19,,1.7,88,6,,Public,Low,High,Low,High,55,,6,Balanced,9,,No,Visual,Medium,2
18,F,2.3,87,9,Arts,Public,,High,Low,High,41,Yes,9,Balanced,,No,Yes,Visual,High,2
21,,2.3,92,16,Law,Public,High,Low,High,Low,64,No,5,Healthy,4,No,No,Kinesthetic,High,1.7
,M,1,92,19,Medicine,Public,,Low,High,Low,84,No,9,Healthy,9,Yes,Yes,Kinesthetic,High,2
18,F,2,93,16,Business,Public,Medium,High,High,High,,Yes,4,Unhealthy,6,Yes,No,Kinesthetic,Low,2.7
,M,3.3,74,18,Arts,Public,Low,High,Low,Low,66,No,9,,9,No,Yes,Auditory,Medium,3.3
19,M,3.7,89,20,,Public,High,Low,High,,29,No,8,Healthy,9,No,No,Kinesthetic,,4
20,F,4,90,14,Engineering,Private,Low,Low,High,High,71,Yes,8,Balanced,8,No,Yes,Auditory,High,
19,M,2.3,,8,Science,Private,High,High,High,Medium,74,Yes,6,Healthy,8,Yes,,Visual,,3
21,M,4,70,5,Engineering,Public,Low,High,Low,High,43,Yes,9,Unhealthy,5,No,,Visual,Low,1.3
19,M,2.7,86,,Law,,High,High,Medium,Medium,56,No,5,Balanced,10,No,Yes,Visual,Low,
18,M,1.3,92,13,,Private,High,Low,Medium,Low,,Yes,7,Unhealthy,,Yes,Yes,Visual,Low,4
,F,3,94,5,Engineering,Private,Low,,High,Medium,80,Yes,7,Balanced,2,No,Yes,Kinesthetic,High,3.7
20,M,,84,17,Business,Private,Low,High,Medium,Low,78,Yes,6,Balanced,8,Yes,No,Auditory,,1.3
,M,1.7,,12,Medicine,Private,Low,High,Medium,,59,No,7,Unhealthy,6,No,Yes,Auditory,,3
18,F,,99,,,Public,,Low,High,High,78,,4,Balanced,4,No,No,Kinesthetic,Low,2
20,F,3,88,20,Engineering,Private,Low,Medium,Low,Medium,83,No,,Balanced,5,Yes,Yes,Kinesthetic,Medium,4
21,M,2,,,Engineering,Public,High,Medium,High,Medium,37,No,9,Balanced,7,No,Yes,Auditory,High,1.3
22,F,3,74,14,Engineering,Private,High,Medium,High,Low,83,Yes,7,Unhealthy,8,Yes,,,,
20,F,4,74,,,Private,High,Medium,Medium,Low,69,Yes,9,Balanced,9,Yes,No,Auditory,Medium,1.3
21,F,2.3,94,20,,Private,High,High,,Medium,85,No,9,Balanced,8,No,No,Visual,Medium,
21,,2,100,6,Medicine,,Medium,,High,Low,,Yes,5,Balanced,6,,No,Visual,High,3
21,M,4,75,5,Law,Public,Low,Medium,Low,Low,83,Yes,4,Unhealthy,6,Yes,Yes,Auditory,Medium,
22,F,1,,8,Law,Private,Low,Medium,Medium,Medium,50,Yes,4,Unhealthy,2,Yes,Yes,Kinesthetic,Medium,1.7
18,,,89,16,Medicine,,Medium,Medium,High,High,70,Yes,8,Balanced,7,Yes,No,Kinesthetic,High,2.7
19,F,,90,13,Business,Private,High,High,,Medium,48,No,6,Healthy,8,Yes,,Auditory,Medium,
19,M,3,,16,Arts,Private,High,Low,Low,Low,47,No,7,Healthy,2,Yes,Yes,Auditory,High,1.7
20,M,3,74,6,Arts,Private,Medium,Low,High,Low,95,,4,Unhealthy,6,,Yes,Kinesthetic,,1
19,F,2.3,81,14,Medicine,Private,Medium,Low,High,Low,60,No,4,Unhealthy,5,Yes,No,Auditory,,1
20,M,4,87,10,,Public,High,,Low,,30,Yes,4,Balanced,10,,No,Visual,Medium,2
21,F,2,100,14,Business,Private,Low,Low,Medium,Low,49,No,4,Healthy,5,Yes,No,Auditory,High,1
20,F,2.3,97,10,Science,,Medium,High,Low,,44,No,4,Healthy,10,,Yes,Auditory,,2
21,M,3,76,18,Science,Public,Medium,Medium,Low,High,65,No,8,Balanced,5,,Yes,Kinesthetic,Medium,2.3
19,M,3,100,5,Medicine,Public,Medium,High,Medium,Low,83,Yes,5,Healthy,,Yes,No,Kinesthetic,Medium,3
19,,1.3,76,14,Science,Private,Low,Low,Low,High,23,No,6,Unhealthy,7,Yes,Yes,Kinesthetic,Medium,2.3
21,F,3.7,92,17,,Private,High,High,Low,Low,82,Yes,8,Unhealthy,6,,No,Visual,Low,2.3
19,F,,85,10,Engineering,Private,Low,High,Medium,Low,48,Yes,7,Healthy,3,Yes,Yes,Auditory,Medium,1
